#      Train        Test
     0.40576       0.5396 
     0.58082       0.6312 
      0.6388       0.6427 
      0.6814       0.6859 
     0.71152       0.6944 
     0.73374       0.7506 
     0.74984       0.7827 
     0.76118        0.747 
     0.77474       0.7606 
     0.78618       0.7594 
      0.7934       0.7954 
     0.79734       0.8125 
     0.80492       0.8216 
     0.81354       0.8331 
     0.81744       0.8296 
     0.82086       0.8312 
     0.82536       0.8461 
     0.82682       0.8505 
     0.83372       0.8139 
     0.83342       0.8518 
     0.83836        0.822 
     0.84192       0.8633 
       0.846       0.8454 
     0.84956        0.864 
     0.85538       0.8673 
     0.85442       0.8658 
      0.8565       0.8759 
     0.85668       0.8718 
     0.86026       0.8822 
     0.86284       0.8763 
     0.86456        0.861 
     0.86596        0.881 
     0.86664       0.8793 
     0.87082       0.8786 
     0.87272       0.8738 
     0.87548       0.8786 
     0.87682       0.8891 
     0.87698       0.8796 
      0.8803       0.8875 
     0.88154       0.8874 
     0.88322       0.8898 
     0.88366       0.8712 
     0.88608       0.8924 
     0.88474       0.8851 
     0.88978       0.8887 
     0.88918       0.8941 
     0.89082       0.8877 
     0.89022       0.8934 
      0.8931       0.8874 
     0.89302       0.8915 
     0.89788       0.8974 
     0.89384        0.903 
     0.89602       0.8912 
     0.89632       0.8931 
     0.89774       0.8855 
       0.901       0.8924 
     0.90042       0.8941 
     0.90544       0.8941 
      0.9021       0.8998 
      0.9023       0.9015 
     0.92116       0.9134 
     0.92764        0.915 
     0.92852       0.9144 
     0.92982       0.9135 
     0.93006       0.9142 
     0.93354       0.9155 
       0.933       0.9164 
     0.93422       0.9167 
      0.9338       0.9165 
     0.93454       0.9152 
     0.93422       0.9126 
     0.93486       0.9144 
     0.93476        0.916 
      0.9362       0.9142 
      0.9376       0.9153 
     0.93774       0.9142 
     0.93686       0.9169 
      0.9378       0.9159 
      0.9395       0.9173 
     0.93798       0.9164 
      0.9395       0.9173 
     0.93852       0.9172 
     0.93916       0.9168 
     0.93984       0.9146 
     0.94042       0.9158 
      0.9394       0.9153 
     0.94146       0.9169 
      0.9419       0.9117 
     0.94264       0.9186 
     0.94286        0.917 
     0.94144       0.9163 
       0.944       0.9179 
     0.94346       0.9163 
     0.94318        0.919 
     0.94336       0.9172 
      0.9445       0.9187 
     0.94454       0.9162 
     0.94398        0.917 
     0.94234       0.9167 
      0.9445       0.9181 
      0.9444       0.9182 
     0.94448       0.9153 
     0.94724       0.9178 
     0.94408       0.9209 
     0.94748       0.9185 
     0.94598       0.9164 
     0.94704         0.92 
     0.94614       0.9191 
     0.94776       0.9169 
     0.94686         0.92 
     0.94672       0.9198 
      0.9485       0.9175 
     0.94624       0.9171 
     0.94732       0.9154 
     0.94894       0.9187 
     0.94916       0.9183 
       0.951       0.9176 
     0.94814        0.918 
      0.9491         0.92 
     0.94954       0.9166 
     0.95408       0.9201 
     0.95384       0.9213 
      0.9542       0.9201 
     0.95388        0.921 
     0.95406       0.9206 
     0.95606       0.9189 
     0.95544       0.9203 
     0.95632       0.9201 
      0.9567       0.9197 
     0.95498        0.921 
     0.95704       0.9207 
      0.9568        0.922 
     0.95588       0.9201 
     0.95826       0.9195 
     0.95592       0.9188 
     0.95668       0.9197 
     0.95672       0.9213 
     0.95588       0.9211 
      0.9561       0.9197 
     0.95616       0.9203 
     0.95662       0.9197 
      0.9564       0.9213 
     0.95616        0.922 
      0.9587       0.9213 
     0.95828         0.92 
     0.95696       0.9217 
     0.95796       0.9206 
      0.9573       0.9198 
     0.95692       0.9227 
     0.95878       0.9211 
      0.9565       0.9205 
     0.95916       0.9217 
     0.95768       0.9213 
      0.9571         0.92 
     0.95868       0.9201 
     0.95778       0.9223 
     0.95708       0.9213 
      0.9587       0.9199 
     0.95692       0.9204 
      0.9579       0.9197 
     0.95846       0.9196 
     0.95804        0.921 
     0.95894       0.9216 
     0.95874       0.9213 
     0.95912       0.9205 
     0.95918       0.9214 
     0.95838       0.9214 
      0.9583       0.9226 
     0.95924       0.9212 
      0.9598       0.9206 
     0.95794       0.9201 
     0.95862       0.9203 
     0.95976       0.9206 
     0.96016       0.9222 
     0.95922       0.9216 
      0.9601       0.9207 
      0.9592       0.9207 
     0.96064        0.922 
     0.95974       0.9207 
     0.95934       0.9224 
     0.96042       0.9216 
     0.95966       0.9214 
     0.96012       0.9213 
     0.96012       0.9205 
     0.95898       0.9226 
     0.96018       0.9215 
     0.95938       0.9201 
     0.95896       0.9215 
     0.95988       0.9219 
     0.95952       0.9221 
     0.96048        0.921 
     0.95862       0.9214 
     0.95994       0.9224 
     0.95952       0.9227 
     0.95874       0.9213 
     0.96128       0.9223 
     0.96064       0.9215 
     0.95994       0.9226 
     0.96012       0.9229 
      0.9591       0.9215 
