#      Train        Test
      0.4134       0.4966 
     0.55558       0.5724 
     0.61046        0.571 
      0.6376       0.6657 
     0.66072       0.6392 
      0.6864        0.674 
     0.70674       0.6779 
     0.72236        0.737 
     0.73062       0.7672 
      0.7408       0.7761 
      0.7515       0.7527 
     0.75608       0.7807 
     0.76212       0.7737 
     0.77078       0.8081 
     0.77576       0.7836 
     0.77862        0.787 
     0.78728       0.7896 
      0.7907       0.8178 
     0.79686       0.7905 
     0.79388       0.8152 
     0.80348       0.8135 
     0.80642       0.8281 
     0.80668       0.8198 
     0.81166       0.7927 
     0.81386       0.8308 
     0.81916       0.8444 
     0.82186       0.8251 
     0.82028       0.8514 
     0.82272        0.831 
     0.82774       0.8519 
     0.84626       0.8653 
     0.85058       0.8651 
     0.85258       0.8683 
     0.85584       0.8646 
      0.8617       0.8706 
     0.86294       0.8721 
     0.86448       0.8769 
      0.8654       0.8769 
     0.86738       0.8801 
      0.8675       0.8766 
     0.86838       0.8809 
      0.8699       0.8776 
     0.87314       0.8856 
      0.8724       0.8742 
     0.87448       0.8788 
     0.87628       0.8839 
     0.87644       0.8784 
     0.87822       0.8764 
     0.87984       0.8835 
     0.88298       0.8858 
     0.88306        0.884 
     0.88382       0.8856 
     0.88576       0.8839 
     0.88416       0.8856 
      0.8893       0.8914 
      0.8875        0.892 
     0.88944        0.891 
     0.88914       0.8927 
     0.89286       0.8865 
     0.89194       0.8929 
     0.89268       0.8932 
     0.89494       0.8898 
     0.89138       0.8924 
     0.88976        0.887 
     0.89116       0.8905 
     0.89172       0.8859 
     0.89012       0.8847 
     0.89146       0.8917 
       0.892       0.8864 
     0.89304        0.884 
     0.89664       0.8906 
     0.89408       0.8897 
     0.89308        0.889 
     0.89312       0.8839 
     0.89266        0.893 
     0.89194       0.8892 
      0.8931       0.8887 
      0.8936       0.8926 
     0.89286       0.8916 
     0.89576       0.8911 
      0.8957       0.8896 
     0.89356       0.8863 
     0.89464       0.8896 
     0.89192        0.896 
     0.89646       0.8898 
     0.89482       0.8884 
     0.89428       0.8889 
     0.89642       0.8913 
     0.89666       0.8887 
     0.89888       0.8885 
     0.89792       0.8866 
     0.89618       0.8878 
      0.8992       0.8903 
     0.89892       0.8951 
     0.89778        0.899 
         0.9       0.8926 
     0.90182       0.8928 
      0.9021       0.8965 
     0.90068       0.8956 
     0.89928       0.8978 
     0.90892       0.8993 
     0.91208       0.9023 
     0.91124       0.9034 
     0.91388          0.9 
     0.91196       0.9015 
     0.91176       0.9031 
     0.91382       0.9023 
     0.91378       0.8985 
      0.9154       0.9028 
     0.91548       0.9006 
     0.91762       0.9016 
     0.91722       0.9053 
     0.91768       0.9024 
     0.91794       0.9053 
     0.91814       0.9031 
     0.91872       0.9032 
     0.92024        0.903 
     0.91984       0.9027 
     0.91788       0.9047 
      0.9179       0.9043 
      0.9213       0.9036 
     0.91998       0.9016 
      0.9206       0.9045 
     0.92004       0.8999 
     0.92132       0.9018 
     0.92014       0.9019 
     0.92192       0.9016 
     0.92068       0.9043 
     0.92282       0.9034 
      0.9226       0.9039 
     0.92208        0.905 
     0.92152       0.9052 
     0.92528        0.906 
     0.92184       0.9089 
     0.92332          0.9 
     0.92616       0.9031 
     0.92398       0.9039 
      0.9252       0.9037 
     0.92474       0.9047 
     0.92574        0.905 
     0.92558       0.9061 
     0.92594       0.9047 
     0.92656       0.9001 
     0.92706       0.9037 
     0.92728       0.9079 
     0.92544       0.9048 
     0.92778       0.9023 
     0.92628       0.9064 
      0.9264       0.9088 
     0.92816       0.9051 
     0.92872       0.9091 
     0.92774       0.9056 
     0.92732       0.9083 
     0.92802       0.9071 
     0.92912       0.9059 
     0.92912        0.907 
     0.93082       0.9025 
      0.9286       0.9027 
     0.93044       0.9063 
     0.93226       0.9043 
     0.93542       0.9088 
     0.93556       0.9092 
     0.93912       0.9098 
     0.94046       0.9112 
     0.93912       0.9094 
     0.93938       0.9117 
     0.94002        0.911 
     0.93884       0.9105 
     0.94012       0.9098 
      0.9379       0.9101 
     0.93982       0.9084 
     0.93846       0.9104 
     0.93968       0.9096 
     0.93988       0.9122 
     0.93994         0.91 
     0.94182        0.909 
     0.93986       0.9105 
      0.9405       0.9112 
     0.94078       0.9104 
     0.94002       0.9102 
     0.94266       0.9094 
     0.94236       0.9102 
     0.94284       0.9086 
     0.94258       0.9086 
      0.9415       0.9078 
     0.94158       0.9091 
     0.94272       0.9096 
     0.94324       0.9105 
     0.94182       0.9108 
      0.9424       0.9113 
     0.94196       0.9114 
      0.9422       0.9122 
     0.94222       0.9093 
      0.9407       0.9124 
     0.94236       0.9117 
     0.94402       0.9099 
     0.94176       0.9102 
     0.94326        0.909 
     0.94354       0.9104 
     0.94394        0.909 
