#      Train        Test
     0.39746       0.4235 
     0.55756       0.5647 
     0.60676       0.6047 
      0.6356       0.5847 
     0.66526       0.6641 
     0.68632       0.7188 
     0.70188       0.7172 
     0.71026       0.6985 
     0.72086        0.721 
      0.7259       0.7632 
     0.73358       0.7319 
     0.74074       0.7576 
     0.74278       0.7524 
     0.75014       0.7424 
     0.75152       0.7815 
     0.75026       0.7238 
     0.75566       0.7768 
     0.75866       0.7558 
       0.763       0.7467 
     0.76252       0.7674 
     0.76398       0.7609 
       0.764       0.7613 
     0.76704       0.7879 
     0.77026       0.7823 
     0.77006       0.7512 
       0.769       0.7857 
     0.76914       0.7538 
      0.7721       0.7979 
     0.77412         0.72 
     0.77518       0.8037 
     0.77652       0.7599 
     0.77788       0.7749 
      0.7742       0.7735 
     0.77668       0.7744 
     0.77598        0.796 
       0.782       0.7414 
     0.78112       0.7796 
     0.77724       0.7729 
      0.7798       0.7765 
      0.7817       0.7897 
      0.7788       0.7777 
     0.78462       0.7682 
      0.7815       0.7888 
     0.78078       0.7859 
     0.78548       0.7767 
      0.7797       0.7374 
     0.78238        0.782 
     0.78392       0.7621 
       0.784       0.6762 
      0.7851       0.7918 
     0.78524       0.7959 
      0.7836       0.8141 
     0.78512       0.7763 
     0.78446       0.8256 
     0.78588       0.7945 
     0.78454       0.7601 
     0.79024       0.8004 
     0.78714        0.749 
     0.78974       0.8064 
       0.786       0.7888 
     0.84524       0.8745 
     0.85818       0.8697 
     0.86168       0.8807 
      0.8652       0.8822 
     0.86628       0.8882 
     0.86712       0.8869 
     0.86946       0.8804 
      0.8678       0.8753 
     0.86748       0.8798 
     0.86908       0.8827 
     0.86816       0.8771 
     0.87022       0.8798 
     0.87046       0.8818 
     0.86922       0.8699 
      0.8704       0.8633 
     0.86692       0.8792 
     0.86742       0.8754 
     0.86978       0.8845 
      0.8675       0.8709 
     0.86834       0.8834 
     0.86972       0.8841 
      0.8662        0.872 
     0.86788       0.8855 
     0.87018       0.8652 
     0.87042       0.8688 
     0.86786       0.8783 
     0.86942       0.8874 
     0.86896       0.8744 
     0.87056       0.8793 
     0.86884       0.8656 
     0.87116       0.8845 
     0.87108       0.8742 
     0.87008       0.8735 
     0.87296       0.8847 
     0.87184        0.887 
     0.87252       0.8909 
     0.87408        0.889 
     0.87346       0.8908 
     0.87494       0.8852 
     0.87288       0.8784 
     0.87262       0.8858 
     0.87502       0.8869 
     0.87402       0.8808 
     0.87612       0.8863 
     0.87378       0.8712 
     0.87706       0.8783 
     0.87468       0.8861 
     0.87574       0.8898 
      0.8758       0.8826 
     0.87598       0.8932 
     0.87574       0.8529 
      0.8776       0.8744 
     0.87572       0.8827 
       0.876       0.8761 
      0.8765        0.882 
     0.87892       0.8889 
     0.87656       0.8826 
     0.87738       0.8909 
     0.87708       0.8887 
     0.87764        0.883 
     0.90776       0.9148 
     0.91542       0.9167 
     0.91874       0.9177 
     0.92068       0.9197 
      0.9235       0.9191 
      0.9245       0.9189 
     0.92526       0.9195 
     0.92644       0.9244 
     0.92714       0.9206 
     0.92808       0.9222 
      0.9292       0.9229 
     0.93102       0.9199 
     0.92924       0.9189 
     0.93114         0.92 
     0.93118       0.9211 
     0.93154       0.9191 
     0.93134       0.9183 
     0.93194       0.9221 
     0.92878       0.9213 
     0.93268       0.9209 
      0.9338       0.9198 
     0.93388       0.9226 
     0.93298       0.9182 
       0.933        0.918 
     0.93292       0.9184 
     0.93164       0.9213 
     0.93316       0.9223 
      0.9358       0.9206 
     0.93328       0.9211 
     0.93242       0.9203 
     0.93256       0.9204 
      0.9346       0.9155 
     0.93304       0.9219 
     0.93486       0.9206 
      0.9345       0.9172 
     0.93362       0.9212 
      0.9338       0.9174 
     0.93362       0.9199 
     0.93314       0.9207 
      0.9358        0.918 
     0.94526       0.9254 
      0.9507       0.9258 
     0.94926       0.9261 
     0.94992       0.9294 
     0.95246       0.9293 
     0.95378       0.9287 
     0.95318       0.9293 
     0.95314       0.9268 
     0.95408       0.9275 
     0.95378         0.93 
     0.95452       0.9286 
       0.955       0.9279 
     0.95532       0.9292 
     0.95478       0.9303 
     0.95602       0.9304 
     0.95438       0.9298 
     0.95614       0.9286 
     0.95582       0.9306 
     0.95644       0.9301 
     0.95612       0.9298 
      0.9583       0.9307 
     0.95814       0.9307 
      0.9581         0.93 
     0.95772       0.9306 
     0.95796       0.9289 
     0.95784       0.9295 
     0.95932       0.9313 
      0.9588       0.9287 
     0.95904       0.9313 
     0.95968       0.9322 
     0.95984       0.9313 
     0.95798       0.9299 
     0.95942       0.9305 
      0.9582       0.9293 
     0.96058        0.929 
      0.9592       0.9298 
     0.96052       0.9294 
     0.96068       0.9297 
     0.95878       0.9283 
     0.95944       0.9297 
