#      Train        Test
     0.40866       0.4585 
     0.55882       0.5743 
     0.61354       0.5573 
     0.64338       0.6826 
     0.66972       0.6366 
     0.69252       0.6765 
     0.70684       0.7321 
     0.72192       0.7343 
     0.73128       0.7777 
     0.74304       0.7849 
     0.74848       0.7715 
     0.75514       0.7753 
     0.76206       0.7869 
     0.77316       0.7966 
      0.7759       0.7992 
      0.7832       0.8114 
      0.7848       0.7882 
     0.79014       0.8143 
     0.79884       0.8082 
      0.7937        0.804 
     0.80314       0.8055 
     0.80848       0.8183 
     0.80614       0.8065 
      0.8108       0.7971 
      0.8155       0.8253 
     0.81858        0.842 
     0.82042        0.824 
     0.82346       0.8428 
     0.82424       0.8388 
     0.82882       0.8377 
     0.82958       0.8414 
     0.83092       0.8409 
     0.83178       0.8275 
     0.83556       0.8462 
     0.84128       0.8575 
     0.84272       0.8367 
     0.84122       0.8506 
      0.8433       0.8567 
     0.84266       0.8501 
     0.84868       0.8601 
     0.84432       0.8572 
     0.84856       0.8602 
     0.85312       0.8554 
      0.8546       0.8675 
      0.8553       0.8547 
     0.85964        0.873 
     0.86388       0.8717 
     0.86246       0.8737 
     0.86384       0.8679 
     0.86792       0.8728 
     0.86736       0.8765 
     0.87344       0.8731 
     0.87338       0.8783 
     0.87554       0.8804 
     0.87594       0.8913 
     0.88068       0.8683 
      0.8825        0.887 
      0.8853       0.8942 
       0.887       0.8917 
     0.88836       0.8954 
     0.89478       0.8968 
     0.89318       0.8927 
     0.89712        0.894 
     0.89528       0.8964 
     0.89808       0.8927 
      0.8958        0.895 
     0.89808       0.8918 
      0.8975       0.8964 
     0.89776       0.8969 
     0.89614       0.8918 
     0.89684       0.8923 
     0.89858       0.8947 
     0.89804       0.8911 
      0.8976       0.8938 
     0.89622       0.8982 
     0.89718       0.8939 
     0.89614       0.8932 
      0.8971       0.8961 
     0.90002       0.8908 
     0.89814       0.8952 
     0.89754       0.8916 
     0.89698       0.8901 
      0.9003       0.8936 
     0.89964       0.8929 
     0.89826       0.8971 
      0.8976       0.8933 
      0.9004       0.8928 
     0.89996        0.894 
      0.9014       0.8935 
     0.90456       0.8982 
     0.90082       0.8916 
     0.90176       0.8948 
     0.90036       0.8944 
     0.90118       0.8943 
     0.90094       0.8994 
     0.90046       0.8986 
     0.90102       0.8971 
     0.90288       0.8966 
     0.90502       0.9002 
     0.90358       0.8994 
     0.90308       0.8988 
     0.90434       0.8975 
     0.90426       0.8956 
     0.90412       0.8939 
     0.90704       0.8884 
     0.90456       0.8954 
     0.90812       0.8988 
      0.9069       0.8954 
     0.90638        0.899 
     0.90588       0.8992 
      0.9103       0.9016 
     0.90964       0.8967 
     0.91132       0.8999 
     0.91186        0.896 
      0.9082       0.9007 
      0.9103       0.8982 
     0.91302       0.9019 
     0.91152       0.8969 
     0.91226       0.9013 
     0.91376       0.9003 
     0.91888       0.9042 
     0.92062       0.9026 
      0.9218       0.9042 
     0.92194       0.9042 
     0.92206       0.9033 
     0.92324       0.9049 
      0.9229       0.9024 
     0.92428       0.9074 
      0.9241       0.9068 
     0.92338       0.9045 
      0.9249       0.9065 
     0.92486       0.9077 
     0.92626       0.9078 
     0.92494       0.9061 
     0.92682       0.9078 
     0.92608       0.9055 
      0.9261       0.9063 
      0.9272       0.9072 
     0.92742       0.9051 
     0.92712       0.9052 
     0.92754       0.9036 
     0.92776       0.9053 
     0.92842       0.9082 
     0.92914       0.9068 
        0.93       0.9073 
     0.93026       0.9055 
     0.92798       0.9058 
      0.9311       0.9045 
     0.92898       0.9073 
     0.93058       0.9082 
      0.9313       0.9069 
     0.92826       0.9072 
     0.93098       0.9079 
     0.93092       0.9094 
     0.93058       0.9054 
     0.93302       0.9038 
     0.93118       0.9061 
     0.93462       0.9077 
      0.9334       0.9044 
     0.93372       0.9067 
      0.9376       0.9119 
     0.93902       0.9117 
     0.93984       0.9116 
     0.94094       0.9101 
     0.94146       0.9106 
     0.94154       0.9116 
     0.94082       0.9105 
     0.94072       0.9135 
     0.94062        0.911 
     0.94098       0.9109 
      0.9421       0.9121 
     0.94258       0.9115 
     0.94282       0.9121 
     0.94256       0.9101 
     0.94324       0.9113 
     0.94382       0.9119 
     0.94334       0.9115 
     0.94102       0.9118 
     0.94198       0.9117 
     0.94186       0.9129 
     0.94522       0.9102 
     0.94426       0.9118 
     0.94226       0.9114 
     0.94482       0.9095 
     0.94392       0.9099 
     0.94432       0.9102 
     0.94376       0.9099 
     0.94258       0.9111 
     0.94442       0.9101 
     0.94566       0.9116 
     0.94476       0.9106 
     0.94316       0.9118 
     0.94244       0.9099 
     0.94414       0.9119 
     0.94372       0.9109 
      0.9436       0.9117 
     0.94396       0.9127 
     0.94358       0.9139 
     0.94456       0.9127 
      0.9436       0.9113 
